eval,angles_deg,objective,cached,ronda,tenure,prohibido,aceptado
1,27;36;223;249,131979.726849,false,0,,,
2,17;36;223;249,123997.880273,false,1,5,False,True
3,37;36;223;249,136197.629121,false,1,5,False,False
4,27;26;223;249,136253.099429,false,1,5,False,False
5,27;46;223;249,130274.261095,false,1,5,False,False
6,27;36;213;249,136715.924649,false,1,5,False,False
7,27;36;233;249,133415.472261,false,1,5,False,False
8,27;36;223;239,141808.091122,false,1,5,False,False
9,27;36;223;259,123770.400135,false,1,5,False,True
10,17;36;223;259,117240.727457,false,2,5,False,True
11,37;36;223;259,127514.194465,false,2,5,False,False
12,27;26;223;259,126410.379212,false,2,5,False,False
13,27;46;223;259,122958.669832,false,2,5,False,False
14,27;36;213;259,127704.075778,false,2,5,False,False
15,27;36;233;259,124242.038370,false,2,5,False,False
16,27;36;223;249,131979.726849,true,2,5,False,False
17,27;36;223;269,116782.783656,false,2,5,False,True
18,17;36;223;269,111594.590879,false,3,5,False,True
19,37;36;223;269,119683.303639,false,3,5,False,False
20,27;26;223;269,118537.669586,false,3,5,False,False
21,27;46;223;269,115520.688076,false,3,5,False,False
22,27;36;213;269,120106.770617,false,3,5,False,False
23,27;36;233;269,116593.229600,false,3,5,False,False
24,27;36;223;259,123770.400135,true,3,5,True,False
25,27;36;223;279,110308.876399,false,3,5,False,True
26,17;36;223;279,106918.103083,false,4,5,False,True
27,37;36;223;279,113001.171217,false,4,5,False,False
28,27;26;223;279,111866.500296,false,4,5,False,False
29,27;46;223;279,109802.650966,false,4,5,False,False
30,27;36;213;279,114525.540696,false,4,5,False,False
31,27;36;233;279,110033.949255,false,4,5,False,False
32,27;36;223;269,116782.783656,true,4,5,True,False
33,27;36;223;289,108365.151224,false,4,5,False,False
34,7;36;223;279,104429.455802,false,5,5,False,True
35,27;36;223;279,110308.876399,true,5,5,True,False
36,17;26;223;279,107430.761067,false,5,5,False,False
37,17;46;223;279,107503.820993,false,5,5,False,False
38,17;36;213;279,110085.639341,false,5,5,False,False
39,17;36;233;279,107253.693541,false,5,5,False,False
40,17;36;223;269,111594.590879,true,5,5,False,False
41,17;36;223;289,105993.916896,false,5,5,False,False
42,357;36;223;279,100663.188301,false,6,5,False,True
43,17;36;223;279,106918.103083,true,6,5,True,False
44,7;26;223;279,104496.062354,false,6,5,False,False
45,7;46;223;279,105489.214468,false,6,5,False,False
46,7;36;213;279,106914.546879,false,6,5,False,False
47,7;36;233;279,104766.147973,false,6,5,False,False
48,7;36;223;269,107607.023094,false,6,5,False,False
49,7;36;223;289,104428.352439,false,6,5,False,False
50,347;36;223;279,99743.148292,false,7,5,False,True
51,7;36;223;279,104429.455802,true,7,5,True,False
52,357;26;223;279,100603.656006,false,7,5,False,False
53,357;46;223;279,101717.775715,false,7,5,False,False
54,357;36;213;279,103191.451969,false,7,5,False,False
55,357;36;233;279,101698.575874,false,7,5,False,False
56,357;36;223;269,103481.955831,false,7,5,False,False
57,357;36;223;289,101020.358695,false,7,5,False,False
58,337;36;223;279,97128.541346,false,8,5,False,True
59,357;36;223;279,100663.188301,true,8,5,True,False
60,347;26;223;279,99822.669928,false,8,5,False,False
61,347;46;223;279,100623.539600,false,8,5,False,False
62,347;36;213;279,102203.033565,false,8,5,False,False
63,347;36;233;279,101292.198869,false,8,5,False,False
64,347;36;223;269,101695.770816,false,8,5,False,False
65,347;36;223;289,100851.547816,false,8,5,False,False
66,327;36;223;279,95895.234833,false,9,5,False,True
67,347;36;223;279,99743.148292,true,9,5,True,False
68,337;26;223;279,97231.878368,false,9,5,False,False
69,337;46;223;279,98101.506855,false,9,5,False,False
70,337;36;213;279,99153.688873,false,9,5,False,False
71,337;36;233;279,98409.754715,false,9,5,False,False
72,337;36;223;269,98503.502209,false,9,5,False,False
73,337;36;223;289,98616.502563,false,9,5,False,False
74,317;36;223;279,95596.904470,false,10,5,False,True
75,337;36;223;279,97128.541346,true,10,5,True,False
76,327;26;223;279,96251.622123,false,10,5,False,False
77,327;46;223;279,96795.175092,false,10,5,False,False
78,327;36;213;279,97893.210691,false,10,5,False,False
79,327;36;233;279,97265.582401,false,10,5,False,False
80,327;36;223;269,97289.090578,false,10,5,False,False
81,327;36;223;289,98495.741548,false,10,5,False,False
82,307;36;223;279,97283.970804,false,11,4,False,True
83,327;36;223;279,95895.234833,true,11,4,True,False
84,307;36;223;279,97283.970804,true,11,4,False,False
85,327;36;223;279,95895.234833,true,11,4,True,False
86,307;36;223;279,97283.970804,true,11,4,False,False
87,327;36;223;279,95895.234833,true,11,4,True,False
88,307;36;223;279,97283.970804,true,11,4,False,False
89,327;36;223;279,95895.234833,true,11,4,True,False
90,307;36;223;279,97283.970804,true,12,4,True,True
91,327;36;223;279,95895.234833,true,12,4,True,False
92,307;36;223;279,97283.970804,true,12,4,True,False
93,327;36;223;279,95895.234833,true,12,4,True,False
94,307;36;223;279,97283.970804,true,12,4,True,False
95,327;36;223;279,95895.234833,true,12,4,True,False
96,307;36;223;279,97283.970804,true,12,4,True,False
97,327;36;223;279,95895.234833,true,12,4,True,False
98,307;36;223;279,97283.970804,true,13,5,True,True
99,327;36;223;279,95895.234833,true,13,5,True,False
100,307;36;223;279,97283.970804,true,13,5,True,False
101,327;36;223;279,95895.234833,true,13,5,True,False
