improvement,eval,angles_deg,objective
0,1,0;79;197;359,110337.952225
1,2,355;79;197;359,107854.723711
2,3,350;79;197;359,104638.904135
3,4,345;79;197;359,102786.656068
4,5,340;79;197;359,100867.926952
5,6,335;79;197;359,99959.646860
6,7,330;79;197;359,99238.796646
7,8,325;79;197;359,99092.612815
8,9,320;79;197;359,99037.941417
9,10,315;79;197;359,98961.913127
10,11,310;79;197;359,98009.592200
11,16,310;79;192;359,98001.364013
12,21,310;79;187;359,97329.570862
13,28,310;79;187;354,96865.043157
14,52,317;80;201;354,96518.892434
15,58,317;80;206;354,96044.130107
16,66,317;80;206;359,96013.751190
17,78,324;81;212;359,96005.770494
18,84,324;81;217;359,95773.672226
19,90,324;81;222;359,94270.328688
20,122,328;81;225;0,93470.036630
21,123,323;81;225;0,93396.926259
22,217,328;104;224;354,93307.764990
23,236,316;103;226;354,91897.292146
24,244,316;103;226;359,91746.618856
